TransactionID,TransactionStartDateTime,TransactionEndDateTime,CardholderID,LocationID,TransactionTypeID,TransactionAmount
KN-2022-1000000033,1/1/2022 7:25,1/1/2022 7:32,KN-002-1062,KN-002,1,10000
KN-2022-1000000034,1/1/2022 7:28,1/1/2022 7:34,KN-010-1209,KN-010,4,8000
KN-2022-1000000035,1/1/2022 7:28,1/1/2022 7:33,KN-006-1170,KN-006,1,8000
KN-2022-1000000036,1/1/2022 7:28,1/1/2022 7:30,KN-002-1044,KN-002,4,10000
KN-2022-1000000037,1/1/2022 7:29,1/1/2022 7:32,KN-007-1122,KN-007,4,10000
KN-2022-1000000038,1/1/2022 7:29,1/1/2022 7:34,KN-003-1137,KN-003,4,10000
KN-2022-1000000039,1/1/2022 7:30,1/1/2022 7:36,KN-008-1049,KN-008,4,9000
KN-2022-1000000040,1/1/2022 7:31,1/1/2022 7:35,KN-007-1070,KN-007,1,10000
KN-2022-1000000041,1/1/2022 7:31,1/1/2022 7:37,KN-006-1201,KN-006,2,6000
KN-2022-1000000042,1/1/2022 7:32,1/1/2022 7:37,KN-005-1147,KN-005,3,0
KN-2022-1000000043,1/1/2022 7:33,1/1/2022 7:39,KN-007-1145,KN-007,1,10000
KN-2022-1000000044,1/1/2022 7:34,1/1/2022 7:37,KN-005-1149,KN-005,1,7000
KN-2022-1000000045,1/1/2022 7:34,1/1/2022 7:42,KN-005-1176,KN-005,2,8000
KN-2022-1000000046,1/1/2022 7:35,1/1/2022 7:41,KN-001-1074,KN-001,1,7000
KN-2022-1000000047,1/1/2022 7:35,1/1/2022 7:37,KN-004-1187,KN-004,3,0
KN-2022-1000000048,1/1/2022 7:36,1/1/2022 7:39,KN-008-1174,KN-008,1,20000
KN-2022-1000000049,1/1/2022 7:36,1/1/2022 7:42,KN-007-1010,KN-007,1,50000
KN-2022-1000000050,1/1/2022 7:37,1/1/2022 7:41,KN-006-1032,KN-006,1,10000
KN-2022-1000000051,1/1/2022 7:40,1/1/2022 7:45,KN-005-1060,KN-005,2,6000
KN-2022-1000000052,1/1/2022 7:40,1/1/2022 7:44,KN-002-1008,KN-002,4,3000
KN-2022-1000000053,1/1/2022 7:42,1/1/2022 7:47,KN-010-1063,KN-010,1,4000
KN-2022-1000000054,1/1/2022 7:42,1/1/2022 7:51,KN-002-1248,KN-002,1,20000
KN-2022-1000000055,1/1/2022 7:43,1/1/2022 7:51,KN-007-1112,KN-007,1,4000
KN-2022-1000000056,1/1/2022 7:43,1/1/2022 7:45,KN-010-1104,KN-010,1,50000
KN-2022-1000000057,1/1/2022 7:46,1/1/2022 7:48,KN-004-1229,KN-004,4,100000
KN-2022-1000000058,1/1/2022 7:46,1/1/2022 7:52,KN-008-1148,KN-008,1,50000
KN-2022-1000000059,1/1/2022 7:47,1/1/2022 7:52,KN-008-1169,KN-008,1,10000
KN-2022-1000000060,1/1/2022 7:48,1/1/2022 7:57,KN-008-1116,KN-008,1,10000
KN-2022-1000000061,1/1/2022 7:48,1/1/2022 7:54,KN-006-1209,KN-006,1,10000
KN-2022-1000000062,1/1/2022 7:49,1/1/2022 7:53,KN-009-1166,KN-009,1,100000
KN-2022-1000000063,1/1/2022 7:49,1/1/2022 7:53,KN-010-1194,KN-010,1,20000
KN-2022-1000000064,1/1/2022 7:50,1/1/2022 7:59,KN-005-1168,KN-005,1,10000
KN-2022-1000000065,1/1/2022 7:50,1/1/2022 7:55,KN-009-1002,KN-009,1,50000
KN-2022-1000000066,1/1/2022 7:54,1/1/2022 7:59,KN-009-1091,KN-009,1,50000
KN-2022-1000000067,1/1/2022 7:55,1/1/2022 8:01,KN-006-1024,KN-006,1,10000
KN-2022-1000000068,1/1/2022 7:56,1/1/2022 8:01,KN-007-1135,KN-007,3,0
KN-2022-1000000069,1/1/2022 7:57,1/1/2022 8:04,KN-007-1192,KN-007,1,6000
KN-2022-1000000070,1/1/2022 7:58,1/1/2022 8:02,KN-006-1015,KN-006,4,20000
KN-2022-1000000071,1/1/2022 7:59,1/1/2022 8:04,KN-002-1206,KN-002,3,0
KN-2022-1000000072,1/1/2022 8:01,1/1/2022 8:05,KN-006-1172,KN-006,3,0
KN-2022-1000000073,1/1/2022 8:02,1/1/2022 8:08,KN-002-1218,KN-002,1,20000
KN-2022-1000000074,1/1/2022 8:03,1/1/2022 8:07,KN-009-1050,KN-009,1,50000
KN-2022-1000000075,1/1/2022 8:03,1/1/2022 8:04,KN-001-1168,KN-001,3,0
KN-2022-1000000076,1/1/2022 8:03,1/1/2022 8:04,KN-004-1094,KN-004,3,0
KN-2022-1000000077,1/1/2022 8:04,1/1/2022 8:08,KN-004-1206,KN-004,4,20000
KN-2022-1000000078,1/1/2022 8:05,1/1/2022 8:12,KN-004-1144,KN-004,1,10000
KN-2022-1000000079,1/1/2022 8:05,1/1/2022 8:07,KN-009-1028,KN-009,1,1000
KN-2022-1000000080,1/1/2022 8:07,1/1/2022 8:09,KN-002-1088,KN-002,1,3000
KN-2022-1000000081,1/1/2022 8:07,1/1/2022 8:15,KN-005-1064,KN-005,1,100000
KN-2022-1000000082,1/1/2022 8:08,1/1/2022 8:10,KN-006-1009,KN-006,1,20000
KN-2022-1000000083,1/1/2022 8:11,1/1/2022 8:16,KN-002-1249,KN-002,4,10000
KN-2022-1000000084,1/1/2022 8:11,1/1/2022 8:15,KN-009-1004,KN-009,4,20000
KN-2022-1000000085,1/1/2022 8:13,1/1/2022 8:15,KN-004-1131,KN-004,1,9000
KN-2022-1000000086,1/1/2022 8:15,1/1/2022 8:21,KN-009-1174,KN-009,2,10000
KN-2022-1000000087,1/1/2022 8:18,1/1/2022 8:19,KN-004-1223,KN-004,3,0
KN-2022-1000000088,1/1/2022 8:18,1/1/2022 8:22,KN-005-1139,KN-005,2,6000
KN-2022-1000000089,1/1/2022 8:19,1/1/2022 8:24,KN-009-1094,KN-009,3,0
KN-2022-1000000090,1/1/2022 8:19,1/1/2022 8:23,KN-009-1018,KN-009,4,20000
KN-2022-1000000091,1/1/2022 8:19,1/1/2022 8:22,KN-009-1077,KN-009,1,6000
KN-2022-1000000092,1/1/2022 8:21,1/1/2022 8:24,KN-009-1053,KN-009,4,4000
KN-2022-1000000093,1/1/2022 8:21,1/1/2022 8:26,KN-010-1052,KN-010,1,10000
KN-2022-1000000094,1/1/2022 8:23,1/1/2022 8:31,KN-004-1193,KN-004,1,8000
KN-2022-1000000095,1/1/2022 8:31,1/1/2022 8:40,KN-003-1172,KN-003,1,8000
KN-2022-1000000096,1/1/2022 8:33,1/1/2022 8:35,KN-002-1038,KN-002,4,9000
KN-2022-1000000097,1/1/2022 8:33,1/1/2022 8:41,KN-002-1054,KN-002,2,20000
KN-2022-1000000098,1/1/2022 8:34,1/1/2022 8:39,KN-001-1133,KN-001,1,50000
KN-2022-1000000099,1/1/2022 8:35,1/1/2022 8:38,KN-010-1183,KN-010,1,1000
KN-2022-1000000100,1/1/2022 8:37,1/1/2022 8:44,KN-008-1002,KN-008,1,7000
KN-2022-1000000101,1/1/2022 8:38,1/1/2022 8:41,KN-006-1052,KN-006,1,20000
KN-2022-1000000102,1/1/2022 8:39,1/1/2022 8:45,KN-003-1024,KN-003,1,20000
KN-2022-1000000103,1/1/2022 8:40,1/1/2022 8:45,KN-006-1216,KN-006,1,9000
KN-2022-1000000104,1/1/2022 8:40,1/1/2022 8:44,KN-010-1138,KN-010,1,50000
KN-2022-1000000105,1/1/2022 8:41,1/1/2022 8:43,KN-003-1122,KN-003,4,20000
KN-2022-1000000106,1/1/2022 8:42,1/1/2022 8:47,KN-006-1065,KN-006,3,0
KN-2022-1000000107,1/1/2022 8:44,1/1/2022 8:48,KN-009-1096,KN-009,3,0
KN-2022-1000000108,1/1/2022 8:44,1/1/2022 8:47,KN-004-1177,KN-004,3,0
KN-2022-1000000109,1/1/2022 8:45,1/1/2022 8:48,KN-006-1065,KN-006,4,100000
KN-2022-1000000110,1/1/2022 8:46,1/1/2022 8:48,KN-005-1115,KN-005,4,10000
KN-2022-1000000111,1/1/2022 8:48,1/1/2022 8:56,KN-008-1068,KN-008,1,100000
KN-2022-1000000112,1/1/2022 8:51,1/1/2022 8:54,KN-003-1113,KN-003,4,20000
KN-2022-1000000113,1/1/2022 8:52,1/1/2022 8:55,KN-001-1035,KN-001,1,10000
KN-2022-1000000114,1/1/2022 8:52,1/1/2022 8:54,KN-003-1183,KN-003,1,10000
KN-2022-1000000115,1/1/2022 8:53,1/1/2022 8:56,KN-009-1122,KN-009,1,10000
KN-2022-1000000116,1/1/2022 8:54,1/1/2022 8:59,KN-001-1186,KN-001,4,50000
KN-2022-1000000117,1/1/2022 8:54,1/1/2022 8:56,KN-010-1127,KN-010,1,50000
KN-2022-1000000118,1/1/2022 8:54,1/1/2022 8:58,KN-004-1147,KN-004,1,20000
KN-2022-1000000119,1/1/2022 8:55,1/1/2022 8:57,KN-006-1065,KN-006,1,4000
KN-2022-1000000120,1/1/2022 8:55,1/1/2022 9:02,KN-006-1234,KN-006,1,6000
KN-2022-1000000121,1/1/2022 8:55,1/1/2022 8:59,KN-008-1111,KN-008,1,100000
KN-2022-1000000122,1/1/2022 8:57,1/1/2022 9:02,KN-004-1047,KN-004,4,100000
KN-2022-1000000123,1/1/2022 8:57,1/1/2022 8:59,KN-001-1035,KN-001,1,7000
KN-2022-1000000124,1/1/2022 8:58,1/1/2022 9:04,KN-007-1064,KN-007,4,1000
KN-2022-1000000125,1/1/2022 8:59,1/1/2022 9:02,KN-006-1128,KN-006,4,9000
KN-2022-1000000126,1/1/2022 8:59,1/1/2022 9:03,KN-005-1141,KN-005,1,1000
KN-2022-1000000127,1/1/2022 9:00,1/1/2022 9:07,KN-002-1134,KN-002,1,100000
KN-2022-1000000128,1/1/2022 9:00,1/1/2022 9:04,KN-004-1050,KN-004,4,50000
KN-2022-1000000129,1/1/2022 9:01,1/1/2022 9:05,KN-002-1205,KN-002,1,20000
KN-2022-1000000130,1/1/2022 9:01,1/1/2022 9:06,KN-002-1040,KN-002,3,0
KN-2022-1000000131,1/1/2022 9:01,1/1/2022 9:03,KN-007-1162,KN-007,1,50000
KN-2022-1000000132,1/1/2022 9:02,1/1/2022 9:06,KN-010-1165,KN-010,3,0
KN-2022-1000000133,1/1/2022 9:03,1/1/2022 9:09,KN-010-1194,KN-010,1,20000
KN-2022-1000000134,1/1/2022 9:03,1/1/2022 9:11,KN-004-1046,KN-004,1,7000
KN-2022-1000000135,1/1/2022 9:03,1/1/2022 9:11,KN-005-1200,KN-005,1,3000
KN-2022-1000000136,1/1/2022 9:03,1/1/2022 9:07,KN-009-1172,KN-009,4,50000
KN-2022-1000000137,1/1/2022 9:04,1/1/2022 9:07,KN-005-1200,KN-005,1,3000
KN-2022-1000000138,1/1/2022 9:05,1/1/2022 9:07,KN-001-1039,KN-001,4,20000
KN-2022-1000000139,1/1/2022 9:06,1/1/2022 9:09,KN-003-1042,KN-003,3,0
KN-2022-1000000140,1/1/2022 9:06,1/1/2022 9:10,KN-008-1180,KN-008,1,20000
KN-2022-1000000141,1/1/2022 9:09,1/1/2022 9:15,KN-002-1190,KN-002,4,20000
KN-2022-1000000142,1/1/2022 9:09,1/1/2022 9:18,KN-001-1059,KN-001,1,10000
KN-2022-1000000143,1/1/2022 9:11,1/1/2022 9:18,KN-007-1030,KN-007,1,9000
KN-2022-1000000144,1/1/2022 9:13,1/1/2022 9:21,KN-002-1041,KN-002,1,10000
KN-2022-1000000145,1/1/2022 9:13,1/1/2022 9:19,KN-009-1022,KN-009,4,6000
KN-2022-1000000146,1/1/2022 9:14,1/1/2022 9:17,KN-010-1030,KN-010,1,7000
KN-2022-1000000147,1/1/2022 9:14,1/1/2022 9:21,KN-001-1057,KN-001,1,10000
KN-2022-1000000148,1/1/2022 9:15,1/1/2022 9:20,KN-004-1220,KN-004,4,10000
KN-2022-1000000149,1/1/2022 9:15,1/1/2022 9:17,KN-007-1081,KN-007,1,8000
KN-2022-1000000150,1/1/2022 9:15,1/1/2022 9:23,KN-010-1039,KN-010,1,20000
KN-2022-1000000151,1/1/2022 9:16,1/1/2022 9:24,KN-007-1146,KN-007,1,7000
KN-2022-1000000152,1/1/2022 9:19,1/1/2022 9:22,KN-008-1024,KN-008,1,10000
KN-2022-1000000153,1/1/2022 9:19,1/1/2022 9:26,KN-009-1142,KN-009,1,20000
KN-2022-1000000154,1/1/2022 9:19,1/1/2022 9:27,KN-007-1176,KN-007,1,6000
KN-2022-1000000155,1/1/2022 9:21,1/1/2022 9:25,KN-003-1199,KN-003,1,20000
KN-2022-1000000156,1/1/2022 9:22,1/1/2022 9:30,KN-002-1018,KN-002,1,6000
KN-2022-1000000157,1/1/2022 9:26,1/1/2022 9:33,KN-006-1166,KN-006,1,7000
KN-2022-1000000158,1/1/2022 9:27,1/1/2022 9:36,KN-006-1133,KN-006,1,4000
KN-2022-1000000159,1/1/2022 9:29,1/1/2022 9:32,KN-007-1148,KN-007,1,6000
KN-2022-1000000160,1/1/2022 9:30,1/1/2022 9:35,KN-006-1198,KN-006,3,0
KN-2022-1000000161,1/1/2022 9:30,1/1/2022 9:35,KN-001-1029,KN-001,4,3000
KN-2022-1000000162,1/1/2022 9:31,1/1/2022 9:35,KN-001-1086,KN-001,1,10000
KN-2022-1000000163,1/1/2022 9:34,1/1/2022 9:42,KN-006-1076,KN-006,2,8000
KN-2022-1000000164,1/1/2022 9:35,1/1/2022 9:43,KN-007-1094,KN-007,1,10000
KN-2022-1000000165,1/1/2022 9:36,1/1/2022 9:38,KN-007-1203,KN-007,4,8000
KN-2022-1000000166,1/1/2022 9:37,1/1/2022 9:39,KN-008-1131,KN-008,1,6000
KN-2022-1000000167,1/1/2022 9:37,1/1/2022 9:40,KN-001-1050,KN-001,4,50000
KN-2022-1000000168,1/1/2022 9:39,1/1/2022 9:40,KN-006-1009,KN-006,3,0
KN-2022-1000000169,1/1/2022 9:39,1/1/2022 9:43,KN-007-1153,KN-007,4,4000
KN-2022-1000000170,1/1/2022 9:40,1/1/2022 9:45,KN-005-1009,KN-005,2,5000
KN-2022-1000000171,1/1/2022 9:41,1/1/2022 9:44,KN-006-1148,KN-006,3,0
KN-2022-1000000172,1/1/2022 9:41,1/1/2022 9:47,KN-010-1131,KN-010,1,10000
KN-2022-1000000173,1/1/2022 9:42,1/1/2022 9:51,KN-010-1161,KN-010,1,4000
KN-2022-1000000174,1/1/2022 9:43,1/1/2022 9:45,KN-010-1161,KN-010,1,20000
KN-2022-1000000175,1/1/2022 9:43,1/1/2022 9:48,KN-009-1040,KN-009,4,20000
KN-2022-1000000176,1/1/2022 9:44,1/1/2022 9:48,KN-007-1196,KN-007,4,20000
KN-2022-1000000177,1/1/2022 9:45,1/1/2022 9:47,KN-008-1089,KN-008,3,0
KN-2022-1000000178,1/1/2022 9:47,1/1/2022 9:52,KN-010-1146,KN-010,1,10000
KN-2022-1000000179,1/1/2022 9:47,1/1/2022 9:48,KN-005-1182,KN-005,3,0
KN-2022-1000000180,1/1/2022 9:48,1/1/2022 9:51,KN-001-1129,KN-001,1,20000
KN-2022-1000000181,1/1/2022 9:48,1/1/2022 9:54,KN-002-1006,KN-002,1,20000
KN-2022-1000000182,1/1/2022 9:49,1/1/2022 9:51,KN-009-1150,KN-009,4,20000
KN-2022-1000000183,1/1/2022 9:49,1/1/2022 9:52,KN-005-1101,KN-005,4,10000
KN-2022-1000000184,1/1/2022 9:49,1/1/2022 9:54,KN-002-1069,KN-002,3,0
KN-2022-1000000185,1/1/2022 9:50,1/1/2022 9:58,KN-008-1160,KN-008,1,20000
KN-2022-1000000186,1/1/2022 9:50,1/1/2022 9:56,KN-005-1039,KN-005,1,7000
KN-2022-1000000187,1/1/2022 9:50,1/1/2022 9:52,KN-002-1140,KN-002,4,20000
KN-2022-1000000188,1/1/2022 9:50,1/1/2022 9:52,KN-005-1108,KN-005,4,6000
KN-2022-1000000189,1/1/2022 9:51,1/1/2022 9:59,KN-005-1202,KN-005,1,10000
KN-2022-1000000190,1/1/2022 9:51,1/1/2022 9:53,KN-006-1023,KN-006,3,0
KN-2022-1000000191,1/1/2022 9:51,1/1/2022 10:00,KN-003-1079,KN-003,1,9000
KN-2022-1000000192,1/1/2022 9:52,1/1/2022 9:59,KN-009-1059,KN-009,1,10000
KN-2022-1000000193,1/1/2022 9:54,1/1/2022 9:56,KN-006-1202,KN-006,4,7000
KN-2022-1000000194,1/1/2022 9:54,1/1/2022 10:01,KN-003-1100,KN-003,1,20000
KN-2022-1000000195,1/1/2022 9:57,1/1/2022 10:01,KN-002-1239,KN-002,3,0
KN-2022-1000000196,1/1/2022 9:58,1/1/2022 10:03,KN-002-1141,KN-002,3,0
KN-2022-1000000197,1/1/2022 9:58,1/1/2022 10:01,KN-006-1194,KN-006,3,0
KN-2022-1000000198,1/1/2022 9:58,1/1/2022 10:02,KN-005-1186,KN-005,1,1000
KN-2022-1000000199,1/1/2022 9:59,1/1/2022 10:03,KN-002-1136,KN-002,4,7000
KN-2022-1000000200,1/1/2022 10:00,1/1/2022 10:01,KN-010-1202,KN-010,3,0
KN-2022-1000000201,1/1/2022 10:01,1/1/2022 10:07,KN-001-1092,KN-001,1,10000
KN-2022-1000000202,1/1/2022 10:01,1/1/2022 10:08,KN-004-1088,KN-004,1,6000
KN-2022-1000000203,1/1/2022 10:04,1/1/2022 10:06,KN-002-1045,KN-002,4,100000
KN-2022-1000000204,1/1/2022 10:05,1/1/2022 10:13,KN-002-1108,KN-002,2,7000
KN-2022-1000000205,1/1/2022 10:05,1/1/2022 10:09,KN-010-1190,KN-010,4,20000
KN-2022-1000000206,1/1/2022 10:07,1/1/2022 10:09,KN-002-1021,KN-002,3,0
KN-2022-1000000207,1/1/2022 10:07,1/1/2022 10:12,KN-006-1160,KN-006,2,20000
KN-2022-1000000208,1/1/2022 10:08,1/1/2022 10:11,KN-007-1061,KN-007,4,20000
KN-2022-1000000209,1/1/2022 10:08,1/1/2022 10:15,KN-003-1077,KN-003,1,50000
KN-2022-1000000210,1/1/2022 10:09,1/1/2022 10:14,KN-007-1172,KN-007,1,100000
KN-2022-1000000211,1/1/2022 10:10,1/1/2022 10:13,KN-005-1035,KN-005,4,20000
KN-2022-1000000212,1/1/2022 10:10,1/1/2022 10:14,KN-005-1062,KN-005,4,10000
KN-2022-1000000213,1/1/2022 10:12,1/1/2022 10:14,KN-008-1171,KN-008,4,3000
KN-2022-1000000214,1/1/2022 10:12,1/1/2022 10:19,KN-001-1002,KN-001,1,20000
KN-2022-1000000215,1/1/2022 10:13,1/1/2022 10:19,KN-007-1029,KN-007,2,5000
KN-2022-1000000216,1/1/2022 10:13,1/1/2022 10:19,KN-009-1094,KN-009,4,7000
KN-2022-1000000217,1/1/2022 10:15,1/1/2022 10:24,KN-007-1004,KN-007,1,20000
KN-2022-1000000218,1/1/2022 10:16,1/1/2022 10:22,KN-003-1030,KN-003,1,3000
KN-2022-1000000219,1/1/2022 10:16,1/1/2022 10:19,KN-007-1189,KN-007,2,6000
KN-2022-1000000220,1/1/2022 10:17,1/1/2022 10:26,KN-007-1123,KN-007,1,1000
KN-2022-1000000221,1/1/2022 10:18,1/1/2022 10:20,KN-008-1063,KN-008,4,20000
KN-2022-1000000222,1/1/2022 10:19,1/1/2022 10:21,KN-007-1005,KN-007,1,20000
KN-2022-1000000223,1/1/2022 10:20,1/1/2022 10:26,KN-001-1116,KN-001,1,50000
KN-2022-1000000224,1/1/2022 10:20,1/1/2022 10:22,KN-004-1113,KN-004,4,7000
KN-2022-1000000225,1/1/2022 10:21,1/1/2022 10:25,KN-002-1105,KN-002,4,9000
KN-2022-1000000226,1/1/2022 10:21,1/1/2022 10:24,KN-008-1148,KN-008,1,100000
KN-2022-1000000227,1/1/2022 10:22,1/1/2022 10:26,KN-005-1205,KN-005,2,10000
KN-2022-1000000228,1/1/2022 10:24,1/1/2022 10:32,KN-007-1066,KN-007,2,20000
KN-2022-1000000229,1/1/2022 10:26,1/1/2022 10:32,KN-009-1015,KN-009,4,20000
KN-2022-1000000230,1/1/2022 10:26,1/1/2022 10:35,KN-001-1072,KN-001,1,8000
KN-2022-1000000231,1/1/2022 10:27,1/1/2022 10:30,KN-001-1066,KN-001,1,6000
KN-2022-1000000232,1/1/2022 10:28,1/1/2022 10:29,KN-002-1111,KN-002,3,0
KN-2022-1000000233,1/1/2022 10:30,1/1/2022 10:39,KN-003-1036,KN-003,1,4000
KN-2022-1000000234,1/1/2022 10:30,1/1/2022 10:39,KN-003-1083,KN-003,1,6000
KN-2022-1000000235,1/1/2022 10:31,1/1/2022 10:34,KN-002-1228,KN-002,4,7000
KN-2022-1000000236,1/1/2022 10:38,1/1/2022 10:45,KN-004-1083,KN-004,1,20000
KN-2022-1000000237,1/1/2022 10:39,1/1/2022 10:43,KN-007-1110,KN-007,1,10000
KN-2022-1000000238,1/1/2022 10:39,1/1/2022 10:44,KN-003-1008,KN-003,1,9000
KN-2022-1000000239,1/1/2022 10:40,1/1/2022 10:45,KN-009-1106,KN-009,1,100000
KN-2022-1000000240,1/1/2022 10:40,1/1/2022 10:48,KN-003-1017,KN-003,1,8000
KN-2022-1000000241,1/1/2022 10:41,1/1/2022 10:47,KN-010-1012,KN-010,1,50000
KN-2022-1000000242,1/1/2022 10:42,1/1/2022 10:45,KN-006-1222,KN-006,1,1000
KN-2022-1000000243,1/1/2022 10:42,1/1/2022 10:49,KN-003-1075,KN-003,1,100000
KN-2022-1000000244,1/1/2022 10:43,1/1/2022 10:45,KN-006-1012,KN-006,4,100000
KN-2022-1000000245,1/1/2022 10:45,1/1/2022 10:51,KN-010-1001,KN-010,1,10000
KN-2022-1000000246,1/1/2022 10:47,1/1/2022 10:51,KN-007-1108,KN-007,1,6000
KN-2022-1000000247,1/1/2022 10:48,1/1/2022 10:51,KN-008-1039,KN-008,1,20000
KN-2022-1000000248,1/1/2022 10:48,1/1/2022 10:51,KN-002-1144,KN-002,1,20000
KN-2022-1000000249,1/1/2022 10:51,1/1/2022 10:54,KN-003-1132,KN-003,1,1000
KN-2022-1000000250,1/1/2022 10:52,1/1/2022 10:57,KN-004-1118,KN-004,3,0
KN-2022-1000000251,1/1/2022 10:53,1/1/2022 10:55,KN-004-1074,KN-004,4,100000
KN-2022-1000000252,1/1/2022 10:53,1/1/2022 11:00,KN-001-1023,KN-001,2,9000
KN-2022-1000000253,1/1/2022 10:53,1/1/2022 10:56,KN-010-1110,KN-010,4,10000
KN-2022-1000000254,1/1/2022 10:53,1/1/2022 11:00,KN-009-1147,KN-009,1,4000
KN-2022-1000000255,1/1/2022 10:54,1/1/2022 10:59,KN-006-1231,KN-006,1,20000
KN-2022-1000000256,1/1/2022 10:56,1/1/2022 11:02,KN-007-1058,KN-007,1,7000
KN-2022-1000000257,1/1/2022 10:57,1/1/2022 11:00,KN-008-1121,KN-008,4,10000
KN-2022-1000000258,1/1/2022 11:00,1/1/2022 11:04,KN-008-1033,KN-008,1,4000
KN-2022-1000000259,1/1/2022 11:01,1/1/2022 11:10,KN-006-1159,KN-006,1,10000
KN-2022-1000000260,1/1/2022 11:02,1/1/2022 11:04,KN-009-1017,KN-009,1,10000
KN-2022-1000000261,1/1/2022 11:02,1/1/2022 11:09,KN-008-1131,KN-008,2,9000
KN-2022-1000000262,1/1/2022 11:02,1/1/2022 11:10,KN-009-1141,KN-009,1,6000
KN-2022-1000000263,1/1/2022 11:03,1/1/2022 11:07,KN-007-1122,KN-007,1,8000
KN-2022-1000000264,1/1/2022 11:03,1/1/2022 11:07,KN-001-1041,KN-001,1,50000
KN-2022-1000000265,1/1/2022 11:04,1/1/2022 11:12,KN-001-1101,KN-001,1,4000
KN-2022-1000000266,1/1/2022 11:04,1/1/2022 11:06,KN-006-1062,KN-006,1,20000
KN-2022-1000000267,1/1/2022 11:05,1/1/2022 11:12,KN-001-1203,KN-001,1,10000
KN-2022-1000000268,1/1/2022 11:07,1/1/2022 11:08,KN-008-1023,KN-008,3,0
KN-2022-1000000269,1/1/2022 11:07,1/1/2022 11:14,KN-006-1131,KN-006,2,6000
KN-2022-1000000270,1/1/2022 11:07,1/1/2022 11:09,KN-005-1153,KN-005,4,10000
KN-2022-1000000271,1/1/2022 11:10,1/1/2022 11:16,KN-007-1207,KN-007,1,50000
KN-2022-1000000272,1/1/2022 11:10,1/1/2022 11:12,KN-008-1165,KN-008,1,20000
