TransactionID,TransactionStartDateTime,TransactionEndDateTime,CardholderID,LocationID,TransactionTypeID,TransactionAmount
RI-2022-1000000021,1/1/2022 7:29,1/1/2022 7:35,RI-006-1077,RI-006,1,20000
RI-2022-1000000022,1/1/2022 7:29,1/1/2022 7:35,RI-007-1018,RI-007,1,10000
RI-2022-1000000023,1/1/2022 7:33,1/1/2022 7:35,RI-010-1112,RI-010,2,10000
RI-2022-1000000024,1/1/2022 7:34,1/1/2022 7:36,RI-002-1047,RI-002,1,20000
RI-2022-1000000025,1/1/2022 7:34,1/1/2022 7:40,RI-003-1005,RI-003,1,20000
RI-2022-1000000026,1/1/2022 7:36,1/1/2022 7:41,RI-010-1011,RI-010,4,20000
RI-2022-1000000027,1/1/2022 7:36,1/1/2022 7:40,RI-007-1095,RI-007,1,4000
RI-2022-1000000028,1/1/2022 7:37,1/1/2022 7:39,RI-002-1051,RI-002,2,5000
RI-2022-1000000029,1/1/2022 7:37,1/1/2022 7:43,RI-009-1067,RI-009,1,4000
RI-2022-1000000030,1/1/2022 7:39,1/1/2022 7:43,RI-001-1103,RI-001,4,20000
RI-2022-1000000031,1/1/2022 7:40,1/1/2022 7:42,RI-009-1003,RI-009,4,8000
RI-2022-1000000032,1/1/2022 7:42,1/1/2022 7:47,RI-010-1121,RI-010,4,10000
RI-2022-1000000033,1/1/2022 7:43,1/1/2022 7:48,RI-006-1089,RI-006,1,10000
RI-2022-1000000034,1/1/2022 7:43,1/1/2022 7:48,RI-001-1018,RI-001,1,10000
RI-2022-1000000035,1/1/2022 7:44,1/1/2022 7:47,RI-006-1052,RI-006,1,3000
RI-2022-1000000036,1/1/2022 7:44,1/1/2022 7:48,RI-004-1010,RI-004,4,20000
RI-2022-1000000037,1/1/2022 7:44,1/1/2022 7:49,RI-009-1001,RI-009,1,3000
RI-2022-1000000038,1/1/2022 7:44,1/1/2022 7:46,RI-010-1099,RI-010,4,50000
RI-2022-1000000039,1/1/2022 7:46,1/1/2022 7:49,RI-010-1058,RI-010,1,10000
RI-2022-1000000040,1/1/2022 7:46,1/1/2022 7:48,RI-003-1075,RI-003,1,7000
RI-2022-1000000041,1/1/2022 7:49,1/1/2022 7:52,RI-007-1023,RI-007,1,6000
RI-2022-1000000042,1/1/2022 7:49,1/1/2022 7:51,RI-001-1053,RI-001,1,50000
RI-2022-1000000043,1/1/2022 7:50,1/1/2022 7:52,RI-004-1010,RI-004,3,0
RI-2022-1000000044,1/1/2022 7:51,1/1/2022 7:56,RI-003-1023,RI-003,1,20000
RI-2022-1000000045,1/1/2022 7:52,1/1/2022 7:56,RI-002-1011,RI-002,1,20000
RI-2022-1000000046,1/1/2022 7:55,1/1/2022 8:00,RI-002-1062,RI-002,2,20000
RI-2022-1000000047,1/1/2022 7:55,1/1/2022 7:58,RI-009-1055,RI-009,1,50000
RI-2022-1000000048,1/1/2022 7:57,1/1/2022 7:59,RI-002-1099,RI-002,1,10000
RI-2022-1000000049,1/1/2022 7:57,1/1/2022 7:59,RI-010-1058,RI-010,3,0
RI-2022-1000000050,1/1/2022 7:58,1/1/2022 8:01,RI-009-1061,RI-009,4,50000
RI-2022-1000000051,1/1/2022 7:59,1/1/2022 8:01,RI-009-1016,RI-009,4,6000
RI-2022-1000000052,1/1/2022 8:00,1/1/2022 8:05,RI-008-1054,RI-008,1,20000
RI-2022-1000000053,1/1/2022 8:01,1/1/2022 8:06,RI-001-1127,RI-001,1,10000
RI-2022-1000000054,1/1/2022 8:02,1/1/2022 8:05,RI-008-1088,RI-008,1,100000
RI-2022-1000000055,1/1/2022 8:03,1/1/2022 8:05,RI-008-1031,RI-008,1,1000
RI-2022-1000000056,1/1/2022 8:03,1/1/2022 8:07,RI-001-1002,RI-001,1,7000
RI-2022-1000000057,1/1/2022 8:03,1/1/2022 8:09,RI-006-1111,RI-006,1,10000
RI-2022-1000000058,1/1/2022 8:04,1/1/2022 8:07,RI-007-1053,RI-007,2,10000
RI-2022-1000000059,1/1/2022 8:06,1/1/2022 8:11,RI-009-1035,RI-009,1,6000
RI-2022-1000000060,1/1/2022 8:06,1/1/2022 8:11,RI-007-1095,RI-007,1,8000
RI-2022-1000000061,1/1/2022 8:08,1/1/2022 8:11,RI-009-1031,RI-009,1,3000
RI-2022-1000000062,1/1/2022 8:09,1/1/2022 8:11,RI-009-1034,RI-009,1,10000
RI-2022-1000000063,1/1/2022 8:10,1/1/2022 8:15,RI-005-1073,RI-005,1,9000
RI-2022-1000000064,1/1/2022 8:13,1/1/2022 8:16,RI-005-1036,RI-005,1,20000
RI-2022-1000000065,1/1/2022 8:14,1/1/2022 8:15,RI-010-1093,RI-010,3,0
RI-2022-1000000066,1/1/2022 8:14,1/1/2022 8:17,RI-006-1079,RI-006,1,4000
RI-2022-1000000067,1/1/2022 8:16,1/1/2022 8:19,RI-001-1133,RI-001,1,7000
RI-2022-1000000068,1/1/2022 8:16,1/1/2022 8:20,RI-007-1094,RI-007,1,100000
RI-2022-1000000069,1/1/2022 8:16,1/1/2022 8:21,RI-001-1120,RI-001,1,3000
RI-2022-1000000070,1/1/2022 8:17,1/1/2022 8:20,RI-003-1100,RI-003,1,20000
RI-2022-1000000071,1/1/2022 8:17,1/1/2022 8:19,RI-007-1016,RI-007,2,20000
RI-2022-1000000072,1/1/2022 8:17,1/1/2022 8:21,RI-002-1005,RI-002,2,20000
RI-2022-1000000073,1/1/2022 8:21,1/1/2022 8:27,RI-002-1092,RI-002,1,50000
RI-2022-1000000074,1/1/2022 8:23,1/1/2022 8:28,RI-007-1074,RI-007,1,10000
RI-2022-1000000075,1/1/2022 8:24,1/1/2022 8:28,RI-008-1003,RI-008,1,8000
RI-2022-1000000076,1/1/2022 8:24,1/1/2022 8:28,RI-008-1085,RI-008,2,5000
RI-2022-1000000077,1/1/2022 8:24,1/1/2022 8:29,RI-006-1004,RI-006,1,8000
RI-2022-1000000078,1/1/2022 8:25,1/1/2022 8:27,RI-005-1095,RI-005,3,0
RI-2022-1000000079,1/1/2022 8:26,1/1/2022 8:28,RI-003-1079,RI-003,1,9000
RI-2022-1000000080,1/1/2022 8:26,1/1/2022 8:31,RI-009-1002,RI-009,1,20000
RI-2022-1000000081,1/1/2022 8:26,1/1/2022 8:29,RI-004-1027,RI-004,2,7000
RI-2022-1000000082,1/1/2022 8:27,1/1/2022 8:29,RI-002-1086,RI-002,4,50000
RI-2022-1000000083,1/1/2022 8:29,1/1/2022 8:32,RI-001-1069,RI-001,2,6000
RI-2022-1000000084,1/1/2022 8:30,1/1/2022 8:36,RI-003-1012,RI-003,1,20000
RI-2022-1000000085,1/1/2022 8:30,1/1/2022 8:35,RI-009-1093,RI-009,2,5000
RI-2022-1000000086,1/1/2022 8:31,1/1/2022 8:35,RI-001-1126,RI-001,4,7000
RI-2022-1000000087,1/1/2022 8:31,1/1/2022 8:34,RI-008-1084,RI-008,1,20000
RI-2022-1000000088,1/1/2022 8:31,1/1/2022 8:32,RI-001-1018,RI-001,3,0
RI-2022-1000000089,1/1/2022 8:33,1/1/2022 8:35,RI-007-1019,RI-007,1,10000
RI-2022-1000000090,1/1/2022 8:33,1/1/2022 8:37,RI-009-1086,RI-009,2,8000
RI-2022-1000000091,1/1/2022 8:33,1/1/2022 8:35,RI-006-1114,RI-006,1,20000
RI-2022-1000000092,1/1/2022 8:33,1/1/2022 8:36,RI-003-1062,RI-003,4,20000
RI-2022-1000000093,1/1/2022 8:34,1/1/2022 8:39,RI-005-1102,RI-005,2,8000
RI-2022-1000000094,1/1/2022 8:36,1/1/2022 8:42,RI-004-1067,RI-004,1,4000
RI-2022-1000000095,1/1/2022 8:38,1/1/2022 8:43,RI-009-1001,RI-009,4,1000
RI-2022-1000000096,1/1/2022 8:38,1/1/2022 8:42,RI-005-1101,RI-005,1,20000
RI-2022-1000000097,1/1/2022 8:38,1/1/2022 8:43,RI-007-1054,RI-007,1,3000
RI-2022-1000000098,1/1/2022 8:38,1/1/2022 8:42,RI-004-1001,RI-004,4,20000
RI-2022-1000000099,1/1/2022 8:39,1/1/2022 8:41,RI-009-1016,RI-009,4,10000
RI-2022-1000000100,1/1/2022 8:39,1/1/2022 8:42,RI-008-1074,RI-008,2,20000
RI-2022-1000000101,1/1/2022 8:40,1/1/2022 8:43,RI-001-1064,RI-001,1,1000
RI-2022-1000000102,1/1/2022 8:40,1/1/2022 8:43,RI-005-1070,RI-005,3,0
RI-2022-1000000103,1/1/2022 8:41,1/1/2022 8:43,RI-001-1034,RI-001,3,0
RI-2022-1000000104,1/1/2022 8:42,1/1/2022 8:45,RI-004-1055,RI-004,1,1000
RI-2022-1000000105,1/1/2022 8:42,1/1/2022 8:46,RI-008-1075,RI-008,1,10000
RI-2022-1000000106,1/1/2022 8:42,1/1/2022 8:43,RI-005-1099,RI-005,3,0
RI-2022-1000000107,1/1/2022 8:43,1/1/2022 8:45,RI-008-1039,RI-008,1,20000
RI-2022-1000000108,1/1/2022 8:44,1/1/2022 8:48,RI-001-1119,RI-001,1,6000
RI-2022-1000000109,1/1/2022 8:45,1/1/2022 8:48,RI-009-1068,RI-009,4,3000
RI-2022-1000000110,1/1/2022 8:45,1/1/2022 8:49,RI-003-1042,RI-003,1,1000
RI-2022-1000000111,1/1/2022 8:46,1/1/2022 8:50,RI-008-1005,RI-008,1,7000
RI-2022-1000000112,1/1/2022 8:47,1/1/2022 8:50,RI-006-1020,RI-006,2,8000
RI-2022-1000000113,1/1/2022 8:50,1/1/2022 8:53,RI-005-1042,RI-005,2,8000
RI-2022-1000000114,1/1/2022 8:50,1/1/2022 8:52,RI-006-1056,RI-006,1,4000
RI-2022-1000000115,1/1/2022 8:51,1/1/2022 8:53,RI-006-1117,RI-006,1,10000
RI-2022-1000000116,1/1/2022 8:53,1/1/2022 8:58,RI-001-1009,RI-001,4,9000
RI-2022-1000000117,1/1/2022 8:53,1/1/2022 8:57,RI-008-1022,RI-008,1,8000
RI-2022-1000000118,1/1/2022 8:53,1/1/2022 8:56,RI-003-1007,RI-003,1,100000
RI-2022-1000000119,1/1/2022 8:55,1/1/2022 8:57,RI-003-1070,RI-003,2,8000
RI-2022-1000000120,1/1/2022 8:56,1/1/2022 9:01,RI-007-1101,RI-007,1,50000
RI-2022-1000000121,1/1/2022 8:56,1/1/2022 8:58,RI-010-1102,RI-010,1,50000
RI-2022-1000000122,1/1/2022 8:57,1/1/2022 8:59,RI-008-1087,RI-008,1,1000
RI-2022-1000000123,1/1/2022 8:57,1/1/2022 8:58,RI-009-1016,RI-009,3,0
RI-2022-1000000124,1/1/2022 8:57,1/1/2022 9:02,RI-005-1107,RI-005,1,50000
RI-2022-1000000125,1/1/2022 8:58,1/1/2022 9:02,RI-001-1090,RI-001,1,6000
RI-2022-1000000126,1/1/2022 8:58,1/1/2022 9:03,RI-010-1025,RI-010,1,4000
RI-2022-1000000127,1/1/2022 8:59,1/1/2022 9:02,RI-001-1033,RI-001,2,10000
RI-2022-1000000128,1/1/2022 8:59,1/1/2022 9:05,RI-004-1092,RI-004,1,100000
RI-2022-1000000129,1/1/2022 9:04,1/1/2022 9:07,RI-010-1011,RI-010,4,8000
RI-2022-1000000130,1/1/2022 9:07,1/1/2022 9:11,RI-009-1097,RI-009,1,10000
RI-2022-1000000131,1/1/2022 9:08,1/1/2022 9:10,RI-009-1040,RI-009,1,9000
RI-2022-1000000132,1/1/2022 9:08,1/1/2022 9:11,RI-004-1027,RI-004,1,20000
RI-2022-1000000133,1/1/2022 9:09,1/1/2022 9:13,RI-009-1058,RI-009,2,7000
RI-2022-1000000134,1/1/2022 9:09,1/1/2022 9:12,RI-001-1029,RI-001,1,10000
RI-2022-1000000135,1/1/2022 9:09,1/1/2022 9:13,RI-006-1097,RI-006,1,20000
RI-2022-1000000136,1/1/2022 9:10,1/1/2022 9:16,RI-007-1041,RI-007,1,1000
RI-2022-1000000137,1/1/2022 9:12,1/1/2022 9:16,RI-008-1102,RI-008,1,6000
RI-2022-1000000138,1/1/2022 9:13,1/1/2022 9:19,RI-005-1016,RI-005,1,10000
RI-2022-1000000139,1/1/2022 9:15,1/1/2022 9:19,RI-010-1067,RI-010,1,4000
RI-2022-1000000140,1/1/2022 9:16,1/1/2022 9:20,RI-004-1070,RI-004,4,10000
RI-2022-1000000141,1/1/2022 9:16,1/1/2022 9:20,RI-001-1091,RI-001,3,0
RI-2022-1000000142,1/1/2022 9:16,1/1/2022 9:20,RI-006-1021,RI-006,2,20000
RI-2022-1000000143,1/1/2022 9:19,1/1/2022 9:21,RI-007-1114,RI-007,2,10000
RI-2022-1000000144,1/1/2022 9:22,1/1/2022 9:26,RI-010-1108,RI-010,3,0
RI-2022-1000000145,1/1/2022 9:23,1/1/2022 9:24,RI-002-1059,RI-002,3,0
RI-2022-1000000146,1/1/2022 9:24,1/1/2022 9:28,RI-009-1081,RI-009,1,8000
RI-2022-1000000147,1/1/2022 9:26,1/1/2022 9:31,RI-003-1107,RI-003,1,3000
RI-2022-1000000148,1/1/2022 9:26,1/1/2022 9:28,RI-005-1032,RI-005,1,3000
RI-2022-1000000149,1/1/2022 9:28,1/1/2022 9:31,RI-005-1094,RI-005,1,10000
RI-2022-1000000150,1/1/2022 9:29,1/1/2022 9:33,RI-001-1133,RI-001,4,3000
RI-2022-1000000151,1/1/2022 9:29,1/1/2022 9:31,RI-007-1062,RI-007,4,8000
RI-2022-1000000152,1/1/2022 9:31,1/1/2022 9:33,RI-007-1109,RI-007,1,100000
RI-2022-1000000153,1/1/2022 9:31,1/1/2022 9:34,RI-006-1044,RI-006,1,100000
RI-2022-1000000154,1/1/2022 9:37,1/1/2022 9:41,RI-001-1103,RI-001,1,4000
RI-2022-1000000155,1/1/2022 9:38,1/1/2022 9:40,RI-006-1040,RI-006,1,100000
RI-2022-1000000156,1/1/2022 9:39,1/1/2022 9:41,RI-006-1028,RI-006,4,100000
RI-2022-1000000157,1/1/2022 9:40,1/1/2022 9:45,RI-002-1095,RI-002,1,50000
RI-2022-1000000158,1/1/2022 9:41,1/1/2022 9:46,RI-002-1041,RI-002,1,1000
RI-2022-1000000159,1/1/2022 9:43,1/1/2022 9:47,RI-001-1004,RI-001,1,50000
RI-2022-1000000160,1/1/2022 9:44,1/1/2022 9:46,RI-009-1017,RI-009,1,20000
RI-2022-1000000161,1/1/2022 9:45,1/1/2022 9:49,RI-010-1087,RI-010,1,1000
RI-2022-1000000162,1/1/2022 9:46,1/1/2022 9:49,RI-004-1036,RI-004,1,6000
RI-2022-1000000163,1/1/2022 9:46,1/1/2022 9:51,RI-009-1082,RI-009,1,20000
RI-2022-1000000164,1/1/2022 9:49,1/1/2022 9:54,RI-008-1001,RI-008,2,8000
RI-2022-1000000165,1/1/2022 9:52,1/1/2022 9:55,RI-006-1089,RI-006,4,4000
RI-2022-1000000166,1/1/2022 9:57,1/1/2022 10:01,RI-009-1004,RI-009,4,8000
RI-2022-1000000167,1/1/2022 9:59,1/1/2022 10:03,RI-005-1064,RI-005,3,0
RI-2022-1000000168,1/1/2022 10:01,1/1/2022 10:03,RI-007-1103,RI-007,3,0
RI-2022-1000000169,1/1/2022 10:01,1/1/2022 10:07,RI-003-1018,RI-003,1,20000
RI-2022-1000000170,1/1/2022 10:01,1/1/2022 10:05,RI-005-1021,RI-005,2,20000
RI-2022-1000000171,1/1/2022 10:04,1/1/2022 10:07,RI-004-1090,RI-004,1,100000
RI-2022-1000000172,1/1/2022 10:05,1/1/2022 10:07,RI-003-1047,RI-003,2,6000
RI-2022-1000000173,1/1/2022 10:05,1/1/2022 10:10,RI-003-1008,RI-003,4,20000
RI-2022-1000000174,1/1/2022 10:06,1/1/2022 10:11,RI-003-1026,RI-003,1,20000
RI-2022-1000000175,1/1/2022 10:08,1/1/2022 10:11,RI-002-1043,RI-002,1,20000
RI-2022-1000000176,1/1/2022 10:11,1/1/2022 10:16,RI-010-1090,RI-010,4,3000
RI-2022-1000000177,1/1/2022 10:12,1/1/2022 10:15,RI-010-1017,RI-010,4,10000
RI-2022-1000000178,1/1/2022 10:14,1/1/2022 10:17,RI-010-1016,RI-010,4,10000
RI-2022-1000000179,1/1/2022 10:16,1/1/2022 10:20,RI-006-1035,RI-006,2,9000
RI-2022-1000000180,1/1/2022 10:17,1/1/2022 10:21,RI-001-1085,RI-001,3,0
RI-2022-1000000181,1/1/2022 10:17,1/1/2022 10:22,RI-002-1038,RI-002,1,8000
RI-2022-1000000182,1/1/2022 10:17,1/1/2022 10:20,RI-004-1045,RI-004,1,10000
RI-2022-1000000183,1/1/2022 10:18,1/1/2022 10:22,RI-006-1089,RI-006,1,10000
RI-2022-1000000184,1/1/2022 10:20,1/1/2022 10:25,RI-005-1118,RI-005,4,20000
RI-2022-1000000185,1/1/2022 10:21,1/1/2022 10:26,RI-002-1028,RI-002,1,6000
RI-2022-1000000186,1/1/2022 10:22,1/1/2022 10:26,RI-006-1033,RI-006,2,20000
RI-2022-1000000187,1/1/2022 10:23,1/1/2022 10:28,RI-006-1091,RI-006,2,10000
RI-2022-1000000188,1/1/2022 10:25,1/1/2022 10:29,RI-008-1081,RI-008,1,50000
RI-2022-1000000189,1/1/2022 10:25,1/1/2022 10:29,RI-009-1053,RI-009,1,1000
RI-2022-1000000190,1/1/2022 10:26,1/1/2022 10:30,RI-001-1130,RI-001,4,100000
RI-2022-1000000191,1/1/2022 10:28,1/1/2022 10:32,RI-007-1011,RI-007,3,0
RI-2022-1000000192,1/1/2022 10:29,1/1/2022 10:33,RI-009-1014,RI-009,4,6000
RI-2022-1000000193,1/1/2022 10:33,1/1/2022 10:36,RI-001-1128,RI-001,4,10000
RI-2022-1000000194,1/1/2022 10:33,1/1/2022 10:35,RI-009-1095,RI-009,4,20000
RI-2022-1000000195,1/1/2022 10:34,1/1/2022 10:37,RI-010-1013,RI-010,1,3000
RI-2022-1000000196,1/1/2022 10:34,1/1/2022 10:38,RI-008-1085,RI-008,3,0
RI-2022-1000000197,1/1/2022 10:35,1/1/2022 10:39,RI-010-1011,RI-010,4,8000
RI-2022-1000000198,1/1/2022 10:35,1/1/2022 10:39,RI-004-1013,RI-004,3,0
RI-2022-1000000199,1/1/2022 10:39,1/1/2022 10:42,RI-005-1114,RI-005,1,50000
RI-2022-1000000200,1/1/2022 10:40,1/1/2022 10:44,RI-005-1043,RI-005,1,20000
RI-2022-1000000201,1/1/2022 10:40,1/1/2022 10:45,RI-009-1043,RI-009,1,10000
RI-2022-1000000202,1/1/2022 10:41,1/1/2022 10:46,RI-009-1009,RI-009,1,50000
RI-2022-1000000203,1/1/2022 10:41,1/1/2022 10:45,RI-004-1039,RI-004,1,20000
RI-2022-1000000204,1/1/2022 10:42,1/1/2022 10:46,RI-010-1035,RI-010,1,10000
RI-2022-1000000205,1/1/2022 10:42,1/1/2022 10:47,RI-001-1096,RI-001,1,20000
RI-2022-1000000206,1/1/2022 10:46,1/1/2022 10:50,RI-001-1025,RI-001,1,50000
RI-2022-1000000207,1/1/2022 10:46,1/1/2022 10:48,RI-009-1014,RI-009,1,20000
RI-2022-1000000208,1/1/2022 10:47,1/1/2022 10:49,RI-003-1045,RI-003,4,20000
RI-2022-1000000209,1/1/2022 10:47,1/1/2022 10:53,RI-001-1007,RI-001,1,50000
RI-2022-1000000210,1/1/2022 10:49,1/1/2022 10:53,RI-002-1020,RI-002,4,1000
RI-2022-1000000211,1/1/2022 10:50,1/1/2022 10:52,RI-001-1060,RI-001,4,10000
RI-2022-1000000212,1/1/2022 10:51,1/1/2022 10:53,RI-007-1034,RI-007,1,6000
RI-2022-1000000213,1/1/2022 10:51,1/1/2022 10:53,RI-002-1037,RI-002,4,1000
RI-2022-1000000214,1/1/2022 10:51,1/1/2022 10:56,RI-001-1006,RI-001,1,10000
RI-2022-1000000215,1/1/2022 10:52,1/1/2022 10:57,RI-001-1009,RI-001,4,10000
RI-2022-1000000216,1/1/2022 10:52,1/1/2022 10:56,RI-001-1028,RI-001,1,20000
RI-2022-1000000217,1/1/2022 10:53,1/1/2022 10:56,RI-007-1104,RI-007,4,4000
RI-2022-1000000218,1/1/2022 10:54,1/1/2022 10:59,RI-009-1080,RI-009,1,4000
RI-2022-1000000219,1/1/2022 10:55,1/1/2022 10:59,RI-007-1116,RI-007,3,0
RI-2022-1000000220,1/1/2022 10:55,1/1/2022 10:58,RI-006-1086,RI-006,1,9000
RI-2022-1000000221,1/1/2022 10:56,1/1/2022 10:58,RI-003-1067,RI-003,1,100000
RI-2022-1000000222,1/1/2022 10:56,1/1/2022 10:58,RI-007-1052,RI-007,1,50000
RI-2022-1000000223,1/1/2022 10:57,1/1/2022 11:03,RI-006-1006,RI-006,1,7000
RI-2022-1000000224,1/1/2022 10:58,1/1/2022 11:02,RI-001-1001,RI-001,1,8000
RI-2022-1000000225,1/1/2022 10:59,1/1/2022 11:01,RI-001-1009,RI-001,1,10000
RI-2022-1000000226,1/1/2022 10:59,1/1/2022 11:04,RI-009-1097,RI-009,4,8000
RI-2022-1000000227,1/1/2022 11:00,1/1/2022 11:05,RI-005-1100,RI-005,1,10000
RI-2022-1000000228,1/1/2022 11:01,1/1/2022 11:04,RI-008-1090,RI-008,2,8000
RI-2022-1000000229,1/1/2022 11:01,1/1/2022 11:03,RI-006-1097,RI-006,1,1000
RI-2022-1000000230,1/1/2022 11:02,1/1/2022 11:08,RI-004-1076,RI-004,1,20000
RI-2022-1000000231,1/1/2022 11:02,1/1/2022 11:08,RI-003-1091,RI-003,1,7000
RI-2022-1000000232,1/1/2022 11:03,1/1/2022 11:07,RI-004-1026,RI-004,2,6000
RI-2022-1000000233,1/1/2022 11:03,1/1/2022 11:08,RI-001-1029,RI-001,4,1000
RI-2022-1000000234,1/1/2022 11:03,1/1/2022 11:08,RI-008-1102,RI-008,1,7000
RI-2022-1000000235,1/1/2022 11:04,1/1/2022 11:09,RI-001-1009,RI-001,4,20000
RI-2022-1000000236,1/1/2022 11:05,1/1/2022 11:07,RI-004-1046,RI-004,1,10000
RI-2022-1000000237,1/1/2022 11:06,1/1/2022 11:09,RI-007-1064,RI-007,3,0
RI-2022-1000000238,1/1/2022 11:07,1/1/2022 11:12,RI-006-1050,RI-006,1,6000
RI-2022-1000000239,1/1/2022 11:08,1/1/2022 11:10,RI-008-1098,RI-008,1,20000
RI-2022-1000000240,1/1/2022 11:09,1/1/2022 11:13,RI-009-1009,RI-009,4,10000
RI-2022-1000000241,1/1/2022 11:09,1/1/2022 11:13,RI-010-1124,RI-010,1,10000
RI-2022-1000000242,1/1/2022 11:10,1/1/2022 11:15,RI-007-1012,RI-007,1,3000
RI-2022-1000000243,1/1/2022 11:13,1/1/2022 11:18,RI-002-1072,RI-002,4,20000
RI-2022-1000000244,1/1/2022 11:13,1/1/2022 11:18,RI-010-1010,RI-010,4,10000
RI-2022-1000000245,1/1/2022 11:15,1/1/2022 11:17,RI-008-1064,RI-008,2,5000
RI-2022-1000000246,1/1/2022 11:16,1/1/2022 11:20,RI-008-1020,RI-008,4,8000
RI-2022-1000000247,1/1/2022 11:18,1/1/2022 11:20,RI-002-1021,RI-002,2,20000
RI-2022-1000000248,1/1/2022 11:19,1/1/2022 11:24,RI-001-1128,RI-001,2,20000
RI-2022-1000000249,1/1/2022 11:20,1/1/2022 11:25,RI-007-1117,RI-007,1,20000
RI-2022-1000000250,1/1/2022 11:21,1/1/2022 11:23,RI-010-1037,RI-010,1,50000
RI-2022-1000000251,1/1/2022 11:22,1/1/2022 11:26,RI-009-1065,RI-009,4,10000
RI-2022-1000000252,1/1/2022 11:23,1/1/2022 11:27,RI-008-1021,RI-008,1,10000
RI-2022-1000000253,1/1/2022 11:24,1/1/2022 11:28,RI-006-1052,RI-006,3,0
RI-2022-1000000254,1/1/2022 11:24,1/1/2022 11:26,RI-001-1087,RI-001,3,0
RI-2022-1000000255,1/1/2022 11:25,1/1/2022 11:29,RI-001-1027,RI-001,1,9000
RI-2022-1000000256,1/1/2022 11:26,1/1/2022 11:28,RI-007-1107,RI-007,1,10000
RI-2022-1000000257,1/1/2022 11:26,1/1/2022 11:31,RI-010-1115,RI-010,2,7000
RI-2022-1000000258,1/1/2022 11:26,1/1/2022 11:31,RI-006-1056,RI-006,4,50000
RI-2022-1000000259,1/1/2022 11:27,1/1/2022 11:30,RI-001-1007,RI-001,4,20000
RI-2022-1000000260,1/1/2022 11:28,1/1/2022 11:32,RI-009-1104,RI-009,1,7000
RI-2022-1000000261,1/1/2022 11:29,1/1/2022 11:35,RI-010-1122,RI-010,1,20000
RI-2022-1000000262,1/1/2022 11:30,1/1/2022 11:34,RI-002-1071,RI-002,4,50000
RI-2022-1000000263,1/1/2022 11:31,1/1/2022 11:34,RI-002-1075,RI-002,1,10000
RI-2022-1000000264,1/1/2022 11:31,1/1/2022 11:35,RI-008-1033,RI-008,1,8000
RI-2022-1000000265,1/1/2022 11:32,1/1/2022 11:38,RI-003-1022,RI-003,1,1000
RI-2022-1000000266,1/1/2022 11:33,1/1/2022 11:37,RI-001-1032,RI-001,3,0
RI-2022-1000000267,1/1/2022 11:36,1/1/2022 11:39,RI-008-1050,RI-008,4,10000
RI-2022-1000000268,1/1/2022 11:37,1/1/2022 11:39,RI-006-1070,RI-006,1,20000
RI-2022-1000000269,1/1/2022 11:38,1/1/2022 11:41,RI-010-1060,RI-010,1,7000
RI-2022-1000000270,1/1/2022 11:39,1/1/2022 11:45,RI-009-1051,RI-009,1,20000
RI-2022-1000000271,1/1/2022 11:42,1/1/2022 11:46,RI-007-1099,RI-007,4,6000
RI-2022-1000000272,1/1/2022 11:43,1/1/2022 11:47,RI-007-1051,RI-007,3,0
